load_id,pickup,delivery,distance,D,F,R,weight,market_index,quote_signal,posted_rate
TR-012606,2399.97,2384.81,608.5,0,0,1,23694,1.12516,2.37682,1437.38
TR-012607,2304.9,2402.48,1361.6,1,0,0,25474,1.13085,1.9128,2602.16
TR-012608,2422.44,2347.32,644.8,0,0,1,-31553,1.19047,2.60998,1677.13
TR-012609,2345.35,2368.14,654.4,1,0,0,45410,1.17198,2.1401,1402
TR-012610,2319.61,2417.11,409.2,1,0,0,35965,1.11403,2.21304,917.37
TR-012611,2345.35,2371.44,582.5,1,0,0,43436,1.15215,2.20241,1292.61
TR-012612,2363.22,2376.18,3192.5,1,0,0,33047,1.15502,1.75554,5720.07
TR-012613,2362.03,2319.61,2896.3,1,0,0,27284,1.16833,1.76681,5124.17
TR-012614,2371.44,2384.81,717.6,1,0,0,33775,1.11489,2.10799,1511.5
TR-012615,2363.22,2341.75,2929,1,0,0,28677,1.21113,1.82572,5376.09
TR-012616,2324.76,2368.14,1154.2,0,1,0,20363,1.18011,2.14024,2477.15
TR-012617,2372.24,2324.76,1019.4,0,0,1,36714,1.11474,2.23948,2326.6
TR-012618,2436.78,2362.9,583.9,1,0,0,27633,1.11406,2.06524,1189.46
TR-012619,2324.52,2364.24,354.5,1,0,0,32229,1.14893,2.39227,841.49
TR-012620,2287.47,2405.63,521.2,1,0,0,36995,1.13177,2.31718,1210.94
TR-012621,2345.35,2372.39,614,0,0,1,34787,1.15058,2.47432,1517.15
TR-012622,2435.65,2337.42,343.3,0,1,0,22715,1.13598,2.56234,871.02
TR-012623,2304.9,2381.78,641.2,1,0,0,34181,1.18063,2.21629,1410.48
TR-012624,2363.22,2415.37,381.4,1,0,0,35378,1.12655,2.34492,892.38
TR-012625,2345.35,2319.61,463.1,1,0,0,30206,1.17653,2.03295,965.23
TR-012626,2368.14,2421.42,1747.9,0,1,0,35699,1.14239,2.17304,3738.19
TR-012627,2402.48,2337.42,614.9,1,0,0,22806,1.16236,2.20474,1349.37
TR-012628,2400.16,2437.61,764.3,0,0,1,18295,1.19793,2.25689,1742.83
TR-012629,2386.75,2400.16,2405.6,0,0,1,47500,1.07684,2.17782,5234.9
TR-012630,2368.14,2352.86,2029.6,0,1,0,29505,1.05764,2.02709,4144.6
TR-012631,2399.97,2415.37,2266.3,0,0,1,25170,1.03954,2.02865,4644.26
TR-012632,2332,2402.48,376.4,1,0,0,41020,1.04567,2.51635,947.72
TR-012633,2428.65,2415.37,3175.8,0,0,1,36832,1.06669,2.10391,6777.67
TR-012634,2363.52,2371.34,1179.2,1,0,0,28080,1.08526,1.9342,2265.74
TR-012635,2347.32,2381.78,658.3,1,0,0,28695,1.03493,2.17393,1414.5
TR-012636,2362.9,2360.48,358.9,1,0,0,-35664,1.07715,2.30723,832
TR-012637,2398.95,2345.35,938.3,1,0,0,23256,1.08787,1.94307,1839.16
TR-012638,2379.67,2435.25,896.2,0,1,0,35192,1.05991,2.3412,2117.35
TR-012639,2330.21,2332,956.1,1,0,0,21041,1.08305,2.04838,1956.52
TR-012640,2352.86,2368.14,2013.7,0,0,1,32119,1.03558,2.13775,4347.91
TR-012641,2415.37,2304.9,2596.1,1,0,0,31939,1.1072,1.80595,4658.6
TR-012642,2363.22,2436.78,2056,0,0,1,18506,1.06954,2.02642,4193.31
TR-012643,2337.42,2341.75,1124.9,0,0,1,20432,1.03186,2.11471,2373.17
TR-012644,2341.75,2381.28,1191.8,1,0,0,29733,1.07735,1.88007,2231.21
TR-012645,2495.5,2352.86,1080.7,1,0,0,43151,1.06089,2.12466,2276.93
TR-012646,2371.34,2324.52,1112,0,0,1,23233,1.01897,2.14605,2382.12
TR-012647,2386.75,2347.42,765.1,1,0,0,39689,1.08951,2.12951,1625.51
TR-012648,2384.81,2278.07,2133.6,1,0,0,33089,1.09413,1.85655,4001.98
TR-012649,2415.37,2337.42,2082.3,1,0,0,39259,1.08486,1.9838,4137.42
TR-012650,2400.16,2371.34,3142,0,1,0,20649,1.01771,1.93551,6105.21
TR-012651,2437.61,2495.5,1361.3,1,0,0,-16229,1.02969,1.86002,2567.26
TR-012652,2399.97,2278.07,1694.1,0,0,1,36192,1.03817,2.27273,3799.31
TR-012653,2372.24,2285.72,321,1,0,0,41141,1.0777,2.28081,725.79
TR-012654,2341.75,2384.81,333,1,0,0,33841,1.05257,2.2808,755.6
TR-012655,2364.24,2363.52,210.1,0,1,0,25905,1.08221,2.86921,606.55
TR-012656,2352.86,2399.97,1380.8,1,0,0,26099,1.02835,1.95655,2731.29
TR-012657,2372.39,2405.63,118.2,0,0,1,43467,1.09285,3.42078,400.75
TR-012658,2341.23,2319.61,1355.1,1,0,0,33314,1.0554,1.92376,2566.51
TR-012659,2287.47,2372.39,460.6,0,1,0,30117,1.09633,2.62587,1183.72
TR-012660,2343.52,2379.67,1278.1,1,0,0,19605,1.03456,1.8763,2438.82
TR-012661,2278.07,2379.67,842.1,0,1,0,27475,1.09182,2.32654,1953.11
TR-012662,2400.16,2379.67,1293.6,1,0,0,35666,1.07437,2.04038,2645.96
TR-012663,2363.52,2405.63,140.6,0,1,0,34528,1.0642,3.14986,443.22
TR-012664,2386.75,2417.11,710.6,1,0,0,20953,1.046,2.00468,1427.16
TR-012665,2337.42,2376.18,1197.8,0,0,1,34949,1.08383,2.26331,2734.64
TR-012666,2324.52,2363.52,310.7,1,0,0,14931,1.07201,2.28789,710.32
TR-012667,2405.63,2360.34,854.3,0,1,0,32312,1.07262,2.39065,2074.43
TR-012668,2330.56,2381.28,1624.9,1,0,0,39626,1.07747,1.93477,3185.07
TR-012669,2384.81,2422.44,667.8,1,0,0,28719,1.07587,2.09964,1401.34
TR-012670,2495.5,2362.9,707.4,1,0,0,21303,1.09067,2.03729,1417.5
TR-012671,2363.22,2324.76,1953.4,1,0,0,16019,1.08919,1.81837,3516.51
TR-012672,2324.76,2495.5,550.6,1,0,0,22146,1.07021,2.14814,1181.24
TR-012673,2373.98,2304.9,2436.6,1,0,0,29280,1.02208,1.69466,4180.02
TR-012674,2330.21,2319.61,2492.2,1,0,0,31198,1.06717,1.84323,4526.5
TR-012675,2285.72,2347.32,779.2,1,0,0,30292,1.11072,2.08555,1611.68
TR-012676,2399.97,2324.52,654.6,1,0,0,37743,1.05589,2.13982,1386.17
TR-012677,2415.59,2360.37,561.3,1,0,0,19748,1.0375,2.22823,1243.46
TR-012678,2352.86,2428.65,2292.8,0,0,1,,1.09256,2.22141,5049.31
TR-012679,2421.42,2341.75,1779.7,1,0,0,18359,1.05946,1.77254,3189.49
TR-012680,2371.34,2300.56,808,0,1,0,36943,1.05468,2.28155,1844.24
TR-012681,2347.42,2368.14,918.1,1,0,0,11760,1.07467,1.85774,1698.11
TR-012682,2341.75,2352.86,2172.4,1,0,0,33398,1.06243,1.93014,4164.96
TR-012683,2405.2,2435.65,1206.2,1,0,0,32050,1.09281,2.03122,2445.61
TR-012684,2287.47,2360.34,412.9,1,0,0,29226,1.10808,2.35183,971.66
TR-012685,2415.37,2363.52,2041.1,1,0,0,32516,1.0223,1.87523,3795.36
TR-012686,2278.07,2415.37,558.6,1,0,0,36817,1.03526,2.18808,1220.52
TR-012687,2345.88,2381.78,731.8,1,0,0,28704,1.05852,2.04464,1466.4
TR-012688,2437.61,2300.56,2092,1,0,0,24389,1.07403,1.8559,3844.4
TR-012689,2386.75,2363.52,272.1,0,1,0,,1.04114,2.69927,725.25
TR-012690,2292.95,2421.42,1322,1,0,0,35964,1.03756,2.12995,2800.93
TR-012691,2398.95,2345.35,947,1,0,0,29363,1.09266,2.05209,1956.48
TR-012692,2368.14,2400.16,3061.5,1,0,0,26866,1.07657,1.74582,5306.36
TR-012693,2363.52,2330.21,1893.2,0,1,0,42685,1.0285,2.18158,4169.66
TR-012694,2363.52,2343.52,442.9,1,0,0,29667,1.0405,2.21892,989.21
TR-012695,2379.67,2343.52,1355.4,1,0,0,19525,1.05021,1.96082,2648.61
TR-012696,2360.37,2400.16,2301.1,1,0,0,21795,1.10606,1.70288,4071.94
TR-012697,2347.32,2384.81,1241.7,1,0,0,37904,1.05901,2.04207,2545.82
TR-012698,2360.48,2421.42,1704.1,1,0,0,36539,1.02517,2.01207,3396.58
TR-012699,2362.03,2363.52,2289.1,1,0,0,28064,1.08193,1.81182,4102.49
TR-012700,2393.75,2405.63,294.8,0,1,0,28280,1.07335,2.80901,818.55
TR-012701,2324.76,2368.14,1137.8,1,0,0,37070,1.05282,1.97189,2286.22
TR-012702,2364.24,2436.78,547.6,0,1,0,31521,1.02969,2.33298,1299.15
TR-012703,2381.78,2360.34,1055.6,1,0,0,34829,1.08968,2.11299,2233.66
TR-012704,2368.14,2341.75,146.3,0,0,1,40854,1.06187,3.09172,453.01
TR-012705,2363.52,2341.75,1010,1,0,0,35892,1.12067,1.99482,2051.2
TR-012706,2435.65,2347.42,851.1,0,1,0,-27099,1.08712,2.185,1864.29
TR-012707,2347.32,2398.95,207.7,0,0,1,31153,1.05616,2.941,621.48
TR-012708,2371.34,2341.75,372.3,1,0,0,25734,1.04227,2.10312,792.52
TR-012709,2437.61,2372.24,1722.2,0,0,1,19328,1.02301,1.97406,3388.14
TR-012710,2435.25,2373.98,1999.1,1,0,0,29268,1.03039,1.81498,3659.36
TR-012711,2384.81,2371.34,603.5,0,0,1,34310,1.06847,2.40924,1448
TR-012712,2363.52,2364.24,214.2,0,0,1,33302,1.0898,2.92947,623.82
TR-012713,2292.95,2398.95,1403.4,1,0,0,36531,1.06936,2.07359,2865.56
TR-012714,2422.44,2340.21,2167.7,0,1,0,20381,1.05093,2.01304,4436.46
TR-012715,2373.98,2343.52,2551.5,0,0,1,38046,1.01957,2.14555,5495.25
TR-012716,2372.39,2415.37,1910.5,1,0,0,,1.03705,1.82681,3488.39
TR-012717,2384.81,2428.65,487.2,1,0,0,33038,1.07073,2.19659,1061.98
TR-012718,2402.48,2363.52,687.1,1,0,0,44323,1.0689,2.29237,1565.37
TR-012719,2415.37,2363.52,2034.7,0,0,1,27172,1.06376,2.1189,4253.65
TR-012720,2319.61,2381.28,897.7,1,0,0,34504,1.05716,2.01564,1818.8
TR-012721,2379.67,2405.2,239.6,1,0,0,27918,1.04923,2.4912,592.7
TR-012722,2363.52,2495.5,371.5,0,0,1,46573,1.07021,2.83373,1046.11
TR-012723,2381.78,2428.65,1219.8,1,0,0,17823,1.02855,1.83386,2247.74
TR-012724,2417.11,2332,1945.3,0,1,0,29507,1.06628,2.14703,4147.22
TR-012725,2360.37,2379.67,959.2,1,0,0,43553,1.06794,2.12385,2037.7
TR-012726,2362.03,2319.61,2810.3,1,0,0,46606,1.06395,1.84022,5233.18
TR-012727,2384.81,2352.86,1857,0,1,0,29620,1.05623,2.15378,4001.41
TR-012728,2362.9,2384.81,174.1,1,0,0,47500,1.0893,2.68398,463.28
TR-012729,2368.14,2330.56,2726.9,0,1,0,38645,1.03045,2.06163,5544.45
TR-012730,2371.44,2360.34,882.8,0,1,0,35976,1.06472,2.38011,2120.2
TR-012731,2372.39,2363.22,1836.5,0,0,1,23539,,2.14895,3872.22
TR-012732,2319.61,2363.52,880.9,0,1,0,31970,1.09762,2.28605,1991.52
TR-012733,2417.11,2337.42,1051.7,0,0,1,42304,1.03654,2.36384,2451.9
TR-012734,2373.98,2300.56,2629.9,0,0,1,37054,1.03821,2.09964,5494.55
TR-012735,2345.35,2373.98,2093,0,1,0,31058,1.08954,2.03017,4224.87
TR-012736,2304.9,2398.95,1131.8,1,0,0,31620,1.02975,2.01036,2247.68
TR-012737,2324.76,2384.81,952.2,1,0,0,29495,1.07962,2.03471,692.79
TR-012738,2435.65,2405.63,344.1,0,1,0,14450,1.0553,2.5376,857.68
TR-012739,2371.34,2319.61,366.6,1,0,0,45359,1.08975,2.23583,818.77
TR-012740,2400.16,2363.52,2107.1,1,0,0,30477,1.0615,1.82477,3858.24
TR-012741,2436.78,2400.16,2286.9,0,0,1,43491,1.07124,2.08946,4768.1
TR-012742,2287.47,2372.39,479.4,1,0,0,47500,1.04414,2.39177,1157.42
TR-012743,2436.78,2341.75,915.2,0,0,1,38126,1.04857,2.28009,2084.91
TR-012744,2381.28,2437.61,1241.8,1,0,0,31988,1.09146,1.98281,2445.18
TR-012745,2384.81,2417.11,259.3,0,1,0,29947,1.06404,2.62526,678.19
TR-012746,2417.11,2337.42,1061.7,0,1,0,23640,1.10392,2.20446,2356.11
TR-012747,2379.67,2341.75,1851.3,0,0,1,46898,1.04342,2.30842,4234.09
TR-012748,2332,2341.75,2015.1,1,0,0,21098,1.08388,1.86434,3809.94
TR-012749,2287.47,2363.52,590.6,1,0,0,21685,1.01497,2.14591,1274.75
TR-012750,2435.25,2363.22,1905.8,1,0,0,28484,1.07669,1.95971,3684.97
TR-012751,2340.21,2341.75,3041.1,0,0,1,33845,1.06214,2.06753,6301.47
TR-012752,2364.24,2337.42,467.1,1,0,0,20926,1.11175,2.09233,986.78
TR-012753,2363.22,2347.32,1477,0,0,1,22721,1.04335,2.18331,3229.61
TR-012754,2364.24,2345.35,436.4,0,1,0,28803,1.086,2.4302,1067.65
TR-012755,2399.97,2405.2,1333.1,1,0,0,28577,1.04571,1.97971,2595.54
TR-012756,2422.44,2363.52,184.8,0,1,0,19222,1.07534,2.7961,515.12
TR-012757,2330.21,2343.52,2285.5,0,0,1,31255,1.08578,2.07708,4718.07
TR-012758,2340.21,2422.44,2168.6,1,0,0,47500,1.09725,1.94334,4262.31
TR-012759,2362.9,2399.97,479.7,1,0,0,20415,1.09241,2.03485,977.4
TR-012760,2287.47,2398.95,200.6,1,0,0,37557,1.08633,2.81947,557.59
TR-012761,2287.47,2421.42,285.5,0,0,1,29271,1.07978,2.82862,804.7
TR-012762,2428.65,2381.28,1379.1,1,0,0,24087,1.0536,1.86619,2579.16
TR-012763,2364.24,2417.11,782.5,1,0,0,38523,1.05893,2.02892,1594.92
TR-012764,2324.76,2400.16,2034.7,1,0,0,37483,0.97432,1.89612,3903.9
TR-012765,2286.31,2340.21,1699,0,0,1,18963,1.05348,2.1249,3660.1
TR-012766,2347.42,2352.86,1355.8,0,0,1,29432,1.12218,2.23385,3021.51
TR-012767,2341.75,2360.34,1897.8,0,1,0,25596,1.07541,2.09448,3962.19
TR-012768,2362.9,2330.21,2301.7,0,1,0,39063,1.03225,2.08405,4811.03
TR-012769,2341.75,2399.97,833.3,1,0,0,34114,1.06875,2.0366,1715.35
TR-012770,2422.44,2363.22,2011.5,0,0,1,44951,1.03053,2.1707,4359.98
TR-012771,2341.75,2341.23,1358.3,1,0,0,25001,1.04561,1.881,2546.23
TR-012772,2330.21,2363.22,337.6,0,1,0,29715,1.07647,2.60324,879.43
TR-012773,2324.76,2386.75,519.6,1,0,0,34021,0.99735,2.24831,1169.92
TR-012774,2360.34,2421.42,220.5,1,0,0,23434,1.04909,2.59337,569.39
TR-012775,2402.48,2428.65,1779.3,1,0,0,27256,1.05065,1.90197,3429.69
TR-012776,2421.42,2363.22,1473,1,0,0,33578,1.03066,2.07433,3036.78
TR-012777,2373.98,2340.21,565.8,1,0,0,12194,1.01217,2.01442,1111.27
TR-012778,2363.52,2381.78,410.5,0,1,0,43211,1.06921,2.63049,1085.91
TR-012779,2405.63,2292.95,1626.6,1,0,0,5000,1.16594,1.86111,3033.62
TR-012780,2332,2345.35,1390.4,1,0,0,37545,1.01631,1.95504,2729.15
TR-012781,2371.34,2324.76,1490.3,1,0,0,45833,1.09837,1.96983,2971.91
TR-012782,2343.52,2402.48,1082.5,1,0,0,26677,1.07425,1.94743,2119.58
TR-012783,2381.78,2436.78,356.6,1,0,0,39437,1.03747,2.31009,831.69
TR-012784,2415.59,2422.44,538.7,0,0,1,31529,1.05266,2.51014,1372.18
TR-012785,2364.24,2360.37,413.1,0,0,1,28367,1.01278,2.60187,1073.42
TR-012786,2372.39,2347.42,719.3,0,1,0,28228,1.01178,2.33668,1665.88
TR-012787,2381.28,2319.61,928.7,0,1,0,30813,0.99623,2.17481,2042.62
TR-012788,2285.72,2376.18,1038.6,1,0,0,40098,1.00973,2.01072,2099.54
TR-012789,2415.37,2362.9,2639.6,0,0,1,32324,1.00442,2.06086,5431.96
TR-012790,2415.37,2341.75,2986.4,1,0,0,,0.91995,1.82384,5475.01
TR-012791,2379.67,2417.11,1795.5,1,0,0,34927,1.00685,1.86668,3364.23
TR-012792,2347.42,2384.81,804.8,0,1,0,40504,1.02862,2.2572,1815.73
TR-012793,2422.44,2436.78,535.9,1,0,0,47500,1.01665,2.2095,1183.89
TR-012794,2415.59,2330.21,1453,1,0,0,26558,1.02752,1.98561,2845.28
TR-012795,2428.65,2330.21,2966,0,1,0,36595,1.04526,2.02929,5997.57
TR-012796,2286.31,2360.37,670.2,0,0,1,29721,0.95331,2.45125,1634.14
TR-012797,2376.18,2437.61,2642.6,1,0,0,39134,1.0024,1.9047,5068.69
TR-012798,2436.78,2381.78,352.3,0,0,1,43879,0.98108,2.70265,948.8
TR-012799,2343.52,2347.32,1016.2,1,0,0,38968,1.00164,2.21226,2186.69
TR-012800,2324.76,2368.14,1171.4,1,0,0,33613,0.99836,2.02359,2309.64
TR-012801,2341.75,2381.78,1013.8,0,1,0,23198,0.9998,2.15776,2191.15
TR-012802,2381.78,2372.39,337,1,0,0,29057,1.02149,2.28376,774.99
TR-012803,2268.79,2435.65,283,1,0,0,37920,0.98762,2.44063,694.93
TR-012804,2319.61,2436.78,582.6,1,0,0,45209,1.00926,2.10828,1226.99
TR-012805,2372.39,2400.16,1858.2,1,0,0,22049,1.0094,1.84207,3431.19
TR-012806,2340.21,2422.44,2173.2,1,0,0,34593,1.05073,1.93968,4214.17
TR-012807,2341.75,2371.44,1008.9,0,0,1,27528,0.97984,2.25195,2250.06
TR-012808,2324.76,2399.97,807.1,0,1,0,41044,0.98004,2.35394,1874.98
TR-012809,2398.95,2341.75,1404.2,0,0,1,47500,1.00083,2.29097,3248.68
TR-012810,2304.9,2391.87,711.8,0,0,1,38795,1.02935,2.45159,1723.43
TR-012811,2422.44,2340.21,2122.3,0,1,0,27224,1.00327,2.05285,4373.8
TR-012812,2340.21,2364.24,2254,1,0,0,33531,0.97127,1.84829,4160.28
TR-012813,2360.37,2347.32,711.1,1,0,0,-18229,0.98671,2.02344,1459.42
TR-012814,2421.42,2399.97,1275.4,0,0,1,43886,0.96985,2.29818,2923.84
TR-012815,2398.95,2402.48,246.4,0,0,1,18742,1.06025,3.05461,744.64
TR-012816,2373.98,2360.37,2316.1,1,0,0,28446,1.0088,1.8341,4223.24
TR-012817,2363.52,2337.42,295.8,1,0,0,30545,1.00489,2.43112,706.26
TR-012818,2330.21,2386.75,2023.4,0,0,1,30726,0.99432,2.12349,4283.15
TR-012819,2341.75,2327.6,1133,1,0,0,27237,0.99606,1.96355,2196.97
TR-012820,2268.79,2435.65,279,1,0,0,12010,0.9945,2.30179,642.72
TR-012821,2386.75,2399.97,469.9,1,0,0,14895,0.98317,2.09557,968.98
TR-012822,2337.42,2330.21,1847.7,0,1,0,31679,0.99333,2.05933,3874.71
TR-012823,2324.52,2327.6,628,0,0,1,34062,1.02198,2.44952,1543.16
TR-012824,2417.11,2364.24,802.6,0,1,0,41984,0.97767,2.33748,1877.93
TR-012825,2340.21,2398.95,1837.6,0,0,1,23489,0.99656,2.16385,3974.74
TR-012826,2360.48,2372.24,816.2,0,0,1,36333,1.01622,2.39763,1927.02
TR-012827,2379.67,2345.35,1212.8,0,0,1,38927,0.97474,2.25464,2766.37
TR-012828,2381.78,2393.75,497.1,0,1,0,23713,1.02775,2.44327,1219.19
TR-012829,2337.42,2360.34,851.3,0,0,1,30499,0.99811,2.42202,2074.76
TR-012830,2352.86,2376.18,2299.9,1,0,0,23896,0.99428,1.76184,4131.76
TR-012831,2332,2364.24,1179.8,1,0,0,32592,0.96714,2.02629,2378.18
TR-012832,2287.47,2400.16,1673.1,1,0,0,25762,1.01494,1.87572,3095.16
TR-012833,2337.42,2371.34,1383.5,1,0,0,-28855,0.95184,1.84465,2544.56
TR-012834,2341.75,2421.42,1812.1,0,0,1,45066,1.00548,2.20582,3960.24
TR-012835,2381.28,2400.16,1941.3,1,0,0,37542,1.00629,1.93047,3719.51
TR-012836,2360.34,2379.67,211.5,1,0,0,38808,0.99688,2.77096,587.46
TR-012837,2343.52,2399.97,688.2,0,1,0,39440,1.00052,2.3405,1612.76
TR-012838,2347.42,2372.39,731.9,0,0,1,41139,1.0333,2.50741,1834.29
TR-012839,2347.42,2371.44,732,1,0,0,21863,1.02065,1.98956,1457.4
TR-012840,2402.48,2360.34,293.6,1,0,0,47500,1.01433,2.55299,750.82
TR-012841,2341.75,2371.34,372.1,1,0,0,46494,1.00408,2.26747,842.98
TR-012842,2400.16,2415.37,71.2,1,0,0,33698,0.99329,2.97157,210.92
TR-012843,2278.07,2415.37,541,0,0,1,42753,0.97584,2.5361,1385.74
TR-012844,2417.11,2362.03,3024,1,0,0,28722,1.02095,1.75948,5302.84
TR-012845,2398.95,2341.75,1402.9,1,0,0,28520,0.97605,1.88243,2648.76
TR-012846,2345.88,2341.23,1087.9,0,0,1,40061,1.02417,2.26191,2467.33
TR-012847,2360.37,2345.35,807.2,0,1,0,29286,1.00045,2.25866,1856.21
TR-012848,2398.95,2327.6,520.1,1,0,0,36266,0.96874,2.2386,1182.79
TR-012849,2360.34,2340.21,1505.2,1,0,0,28870,1.03783,1.97487,2966.08
TR-012850,2495.5,2287.47,733.3,0,1,0,39475,0.99009,2.50145,1800.83
TR-012851,2381.78,2400.16,2080,1,0,0,36811,0.98341,1.89906,3921.35
TR-012852,2324.76,2381.78,635.8,1,0,0,37951,0.985,2.21151,1386.08
TR-012853,2345.35,2360.48,821.8,1,0,0,33270,0.98308,2.00606,1625.92
TR-012854,2330.21,2391.87,1800.8,1,0,0,31341,1.00785,1.82826,3343.69
TR-012855,2324.76,2300.56,776.4,1,0,0,43266,0.95964,2.07983,1631.2
TR-012856,2332,2435.25,1016,1,0,0,12283,0.99104,1.9029,1967.84
TR-012857,2381.78,2386.75,465.5,1,0,0,39052,1.00131,2.27137,1057.33
TR-012858,2362.03,2368.14,2989,1,0,0,19986,0.94005,1.67252,4952.5
TR-012859,2381.78,2324.76,639.1,0,0,1,27592,0.9732,2.40818,1564.01
TR-012860,2332,2360.34,123.5,1,0,0,34359,0.99997,2.91007,361.11
TR-012861,2347.32,2363.52,592.6,0,0,1,29198,1.01888,2.50156,1495.99
TR-012862,2400.16,2337.42,2110.7,0,1,0,35196,1.03589,2.24927,4674.51
TR-012863,2345.35,2379.67,1239.3,1,0,0,38184,1.0133,2.03313,2550.35
TR-012864,2332,2400.16,1191.8,0,0,1,31615,1.0037,2.25451,2699.37
TR-012865,2436.78,2363.52,727.3,0,0,1,38810,0.9983,2.37727,1730.6
TR-012866,2435.25,2435.65,351,0,1,0,26957,0.99303,2.47395,877.57
TR-012867,2324.76,2415.37,1990.5,0,0,1,24391,1.02215,2.064,4159.37
TR-012868,2347.42,2393.75,884.3,1,0,0,32849,1.01943,2.06603,1833.1
TR-012869,2402.48,2363.22,1484.8,0,0,1,42216,1.0169,2.33173,3414.61
TR-012870,2363.22,2324.76,1945.6,0,1,0,21641,1.01429,2.07464,4043.43
TR-012871,2352.86,2343.52,1646.3,1,0,0,32774,,1.90123,3109.85
TR-012872,2340.21,2373.98,544.8,1,0,0,36575,1.01331,2.13803,1160.43
TR-012873,2393.75,2304.9,1036.7,1,0,0,31312,0.99285,1.99238,2039.25
TR-012874,2360.34,2285.72,1189.8,1,0,0,47500,0.96818,2.09065,2455.07
TR-012875,2381.28,2324.76,657.3,0,0,1,24671,0.98857,2.38944,1572.9
TR-012876,2278.07,2436.78,1698.4,0,0,1,36566,1.03686,2.17208,3690.04
TR-012877,2324.76,2287.47,350.7,1,0,0,33361,1.00519,2.45523,864.79
TR-012878,2285.72,2415.59,731.4,1,0,0,20669,0.96341,2.0275,1483.16
TR-012879,2324.76,2345.88,951.4,0,0,1,32402,0.9849,2.29467,2201.98
TR-012880,2285.72,2399.97,121.8,0,0,1,34717,0.98924,3.00199,371.2
TR-012881,2287.47,2372.39,480,0,0,1,23940,1.0443,2.57133,1243.51
TR-012882,2324.76,2373.98,2097.6,1,0,0,46010,1.02024,1.91019,4048.02
TR-012883,2286.31,2384.81,1303,0,0,1,42936,1.02298,2.33873,3013.29
TR-012884,2402.48,2421.42,201.6,0,1,0,36310,1.02602,3.0483,617.02
TR-012885,2373.98,2436.78,1928.1,1,0,0,34265,1.03748,1.80542,3542.4
TR-012886,2400.16,2402.48,1550.7,1,0,0,42115,0.99251,1.99999,3142.91
TR-012887,2324.52,2340.21,2474.8,1,0,0,30798,0.99274,1.91197,4642.62
TR-012888,2402.48,2319.61,1525.1,0,0,1,23495,1.03761,2.08987,3218.37
TR-012889,2340.21,2360.37,2401.1,1,0,0,43515,1.0031,1.8907,4568.84
TR-012890,2304.9,2436.78,484.4,1,0,0,24536,0.96368,2.04328,994.35
TR-012891,2372.39,2332,815.1,0,1,0,33367,1.04241,2.49479,2009.47
TR-012892,2381.28,2324.52,750.7,1,0,0,35655,0.99535,2.13052,1611.25
TR-012893,2435.25,2381.78,201.5,1,0,0,40243,1.05864,2.58671,523.03
TR-012894,2319.61,2304.9,149.3,1,0,0,27833,0.99242,2.33322,351.65
TR-012895,2381.28,2300.56,940,1,0,0,42459,1.02945,2.06817,1952.69
TR-012896,2341.23,2421.42,662.2,0,0,1,30259,0.97199,2.44037,1628.09
TR-012897,2371.44,2360.48,985.3,1,0,0,34231,1.00499,1.99766,1971.93
TR-012898,2360.34,2337.42,880.5,0,1,0,31842,1.03437,2.36022,2072.93
TR-012899,2319.61,2415.37,2789.8,0,0,1,24351,1.00913,1.92169,5357.49
TR-012900,2360.34,2300.56,1501.6,0,0,1,20659,0.94647,2.10772,3150.28
TR-012901,2415.37,2417.11,3033,0,0,1,43591,0.99328,2.0781,6192.07
TR-012902,2399.97,2332,1321.7,0,0,1,38573,1.01381,2.29549,3078.19
TR-012903,2405.2,2337.42,977.9,1,0,0,42463,1.04738,2.25903,2190.07
TR-012904,2381.78,2379.67,905.7,0,0,1,30052,0.99744,2.38431,2169.57
TR-012905,2417.11,2384.81,268,0,0,1,30184,1.01923,2.61773,697.58
TR-012906,2379.67,2287.47,423.9,0,0,1,27592,1.00743,2.59366,1100.45
TR-012907,2363.22,2384.81,2600.8,1,0,0,32894,0.96925,1.84358,4776.5
TR-012908,2415.37,2384.81,2764.5,1,0,0,42315,1.00544,1.88891,5089.21
TR-012909,2341.23,2435.65,554.7,0,0,1,38805,1.0216,2.61056,1434.83
TR-012910,2384.81,2402.48,1305.3,1,0,0,26955,1.01684,1.87929,2475.69
TR-012911,2330.56,2345.35,2090.2,1,0,0,37136,0.97586,1.87344,3874.38
TR-012912,2379.67,2360.37,994.5,1,0,0,39689,1.03756,2.12825,2112.85
TR-012913,2337.42,2386.75,459.4,0,0,1,45525,1.03002,2.6862,1217.8
TR-012914,2371.44,2398.95,425.9,1,0,0,30309,1.01232,2.29313,989.25
TR-012915,2398.95,2435.65,635.3,1,0,0,27985,1.01475,2.17212,1399.07
TR-012916,2386.75,2360.34,1194,0,0,1,37351,0.98048,2.31967,2769.83
TR-012917,2422.44,2428.65,1117.2,0,1,0,42665,1.00873,2.30608,2563.99
TR-012918,2495.5,2386.75,454.5,1,0,0,29236,0.97681,2.23458,995.88
TR-012919,2415.37,2398.95,1673.7,0,0,1,36265,0.99099,2.24471,3753.77
TR-012920,2341.75,2417.11,76.7,0,1,0,23990,0.98547,3.04554,233.15
TR-012921,2319.61,2304.9,157.5,1,0,0,33972,1.02238,2.44584,380.65
TR-012922,2386.75,2372.24,641.6,0,1,0,27171,1.02406,2.14134,1393.19
