load_id,pickup,delivery,distance,D,F,R,weight,market_index,quote_signal
TE-001524,2285.719116,2338.107605,1806.2,0,1,0,35268,0.90899,1.91866
TE-001525,2364.243526,2350.789479,211.5,0,0,1,33899,0.90615,2.20761
TE-001526,2371.441718,2393.860138,1984.2,0,1,0,22470,0.90432,1.92332
TE-001527,2362.030533,2343.268614,2352.3,1,0,0,19012,0.90917,1.93854
TE-001528,2341.754674,2423.152774,749.8,0,1,0,45748,0.85982,2.19444
TE-001529,2405.630936,2395.681045,759.1,1,0,0,47500,0.86623,2.33489
TE-001530,2372.392688,2394.652159,322.9,1,0,0,,0.86115,1.88927
TE-001531,2341.754674,2451.387059,1587.1,1,0,0,18386,0.92346,1.89943
TE-001532,2304.903794,2420.506514,398.7,1,0,0,19784,0.89236,1.98093
TE-001533,2363.220922,2319.338213,1898.3,1,0,0,11186,0.88832,1.87745
TE-001534,0,2343.268614,2149,0,0,1,36767,0.89082,2.0258
TE-001535,2345.354121,2416.13977,619.6,1,0,0,30627,0.89056,2.36381
TE-001536,2379.670669,2431.125135,333.1,0,0,1,30414,0.86094,2.04611
TE-001537,2421.419866,2342.508207,1021.7,1,0,0,40413,0.90518,1.9145
TE-001538,2360.343076,2478.807647,1626.6,1,0,0,35846,0.89016,2.13311
TE-001539,2371.441718,2213.265057,988.4,1,0,0,15929,0.87972,2.26316
TE-001540,2436.782429,2416.13977,668.6,0,0,1,47500,0.87047,2.16843
TE-001541,2381.275964,2320.498273,854.9,1,0,0,30796,0.88692,2.38226
TE-001542,0,2300.372527,1920.7,1,0,0,47500,0.83611,2.19694
TE-001543,2330.211578,2431.125135,1255.8,0,1,0,-26946,0.8736,1.76546
TE-001544,2384.808275,2381.27122,2815.6,0,1,0,38310,0.86441,2.26024
TE-001545,0,2350.789479,718,1,0,0,32176,0.88723,1.77494
TE-001546,2324.758747,2258.60468,777,0,0,1,25909,0.87066,1.71174
TE-001547,2368.143591,2396.610566,1476.8,1,0,0,32141,0.88175,1.60333
TE-001548,2384.808275,2436.060765,80.7,0,0,1,39276,0.90931,2.06408
TE-001549,2343.524375,2438.853011,1342.7,0,1,0,25001,0.88916,2.24166
TE-001550,2319.611823,2401.643216,2302.4,0,0,1,38006,0.87098,1.95703
TE-001551,2386.745584,2333.621217,625.5,1,0,0,28609,0.85975,1.86002
TE-001552,2340.208547,2435.903949,1847.5,0,0,1,34135,0.88566,2.03726
TE-001553,0,2394.652159,2168,0,1,0,26191,0.86984,2.15363
TE-001554,2391.87245,2319.338213,539,1,0,0,47500,,2.14541
TE-001555,2400.164778,2420.506514,3080.5,1,0,0,28974,0.89499,2.12119
TE-001556,2371.33693,2314.56563,1098.4,1,0,0,32258,0.90365,2.16519
TE-001557,2340.208547,2325.536004,2240.9,0,0,1,39378,0.93928,2.09903
TE-001558,2292.950558,0,1375.4,1,0,0,20357,0.8982,2.30743
TE-001559,2386.745584,0,470.8,0,1,0,31599,0.91454,2.09535
TE-001560,2300.557875,2348.170183,700.4,0,0,1,-22324,0.8912,2.29018
TE-001561,2376.175448,2570.85934,1173.9,0,0,1,29715,0.85956,2.15319
TE-001562,2362.895358,2420.506514,332,0,1,0,25845,0.88298,2.13708
TE-001563,2422.435157,2393.860138,1986.4,1,0,0,25756,0.89137,2.11444
TE-001564,2278.068216,2499.984463,1822.6,0,0,1,31128,0.89727,2.00349
TE-001565,2360.343076,2409.776871,933.5,0,0,1,30649,0.8622,1.94393
TE-001566,2373.978362,2288.001041,2800.7,1,0,0,26412,0.82588,2.13876
TE-001567,2405.200865,0,1077.8,0,1,0,33013,0.88252,2.02973
TE-001568,2372.242708,2394.652159,563.1,1,0,0,31671,0.90829,1.95883
TE-001569,2324.519959,2343.25078,752.7,1,0,0,23548,0.88915,2.10924
TE-001570,0,2288.001041,942.1,0,0,1,43300,0.90674,2.57787
TE-001571,2330.211578,2401.643216,302.6,0,1,0,31854,0.89514,2.72908
TE-001572,2363.517172,2420.506514,974,0,0,1,36514,0.87738,2.29945
TE-001573,2415.590078,2335.521141,1730,1,0,0,45948,0.88022,1.64871
TE-001574,2384.808275,2343.25078,277.9,0,0,1,35332,0.91001,2.19563
TE-001575,2373.978362,2431.125135,1756,1,0,0,23090,0.88375,1.60682
TE-001576,2417.105175,2300.372527,2848.2,1,0,0,34505,0.85819,2.06604
TE-001577,2347.421012,2449.516032,630.1,0,1,0,26585,0.88636,2.04307
TE-001578,2399.973752,2300.372527,2034.2,0,1,0,35845,0.911,2.01358
TE-001579,2340.208547,2342.508207,2080.1,1,0,0,39195,0.90364,2.27865
TE-001580,2287.469184,2343.25078,1461.8,1,0,0,22683,0.88301,2.29236
TE-001581,2368.143591,2258.60468,482.9,0,1,0,35745,0.94947,2.23662
TE-001582,2399.973752,0,686,0,0,1,31453,0.85667,2.10396
TE-001583,2400.164778,2435.903949,1742,0,0,1,23355,0.85848,2.12283
TE-001584,2368.143591,0,845.2,1,0,0,30706,0.93931,2.09659
TE-001585,0,2438.853011,580,1,0,0,46988,0.91654,2.11327
TE-001586,2337.423269,2319.338213,366.6,0,1,0,23127,0.89612,2.80638
TE-001587,2364.243526,2438.853011,1084.7,1,0,0,27557,0.88796,2.18092
TE-001588,2436.782429,2343.25078,932.9,0,1,0,34510,0.95394,1.99425
TE-001589,2381.275964,2300.372527,1669.4,1,0,0,39804,0.86265,2.39272
TE-001590,2278.068216,2436.060765,2155.3,0,0,1,32678,0.89156,2.02044
TE-001591,2422.435157,2314.56563,307.2,1,0,0,33608,0.84043,2.08325
TE-001592,2405.630936,2423.152774,374.2,1,0,0,40782,0.80425,1.75749
TE-001593,2360.475293,2395.681045,1781.5,1,0,0,47384,0.80965,1.9501
TE-001594,2415.371339,2477.834595,1995.7,1,0,0,33094,0.81583,2.23158
TE-001595,2436.782429,2394.652159,533.4,0,0,1,21907,0.84594,2.36584
TE-001596,2398.948371,2288.001041,1455.6,1,0,0,34969,0.82087,2.15257
TE-001597,2360.475293,2325.536004,1260.1,1,0,0,-21678,0.86874,2.02159
TE-001598,2372.392688,2438.853011,774.8,0,1,0,38964,0.86506,2.16485
TE-001599,2379.670669,2416.13977,674.8,0,0,1,41726,,2.07503
TE-001600,2372.392688,2258.60468,800.4,0,1,0,19896,0.82415,2.06089
TE-001601,2330.555271,2288.001041,2837.9,1,0,0,26945,0.82915,2.21855
TE-001602,2381.275964,2393.860138,1699,1,0,0,-32709,0.85179,2.03068
TE-001603,2422.435157,2335.521141,2173.3,0,0,1,35933,0.83146,2.4837
TE-001604,2319.611823,0,317,0,0,1,31840,0.83258,2.11153
TE-001605,2341.754674,2416.13977,1143.8,1,0,0,21334,0.8162,1.81201
TE-001606,2368.143591,2420.506514,100.1,1,0,0,29765,0.82408,2.12962
TE-001607,2278.068216,2410.21985,811.4,0,1,0,26189,0.88466,2.02862
TE-001608,2371.33693,2438.853011,2097.1,0,1,0,31063,0.82928,2.40603
TE-001609,2405.630936,2393.860138,1930.5,0,1,0,42534,0.79164,1.80163
TE-001610,2347.323839,2393.860138,1497.3,1,0,0,37431,0.82557,2.08632
TE-001611,2437.607814,2440.931345,1779.3,1,0,0,24463,0.83401,2.07565
TE-001612,2400.164778,2420.506514,3011.9,1,0,0,24384,0.83853,2.30883
TE-001613,2398.948371,2478.807647,1138.8,1,0,0,41149,0.83725,1.86397
TE-001614,0,2409.776871,2358.6,1,0,0,28859,0.84854,2.15295
TE-001615,2393.746127,2440.155246,407.3,0,0,1,41196,0.85087,1.87185
TE-001616,0,2394.652159,321.9,1,0,0,27011,0.82274,2.33578
TE-001617,2362.030533,2365.846109,2497.7,1,0,0,30421,0.79013,1.77273
TE-001618,2330.211578,2393.860138,313.6,1,0,0,40488,0.84927,2.11967
TE-001619,2428.650697,2478.807647,489,0,0,1,47500,0.80656,2.04796
TE-001620,2304.903794,2319.338213,807.6,1,0,0,18424,0.8065,2.29303
TE-001621,2386.745584,2396.610566,796.3,1,0,0,31789,0.81184,1.84251
TE-001622,2381.780508,0,140.7,0,1,0,21659,0.81777,1.9148
TE-001623,2362.030533,2420.506514,3017.6,1,0,0,47500,0.82591,2.16961
TE-001624,2324.758747,2333.621217,657.5,1,0,0,27358,0.82985,2.35882
TE-001625,2330.211578,2376.58651,1934.1,1,0,0,26773,0.80442,1.92202
TE-001626,2399.973752,2358.454781,1322.1,1,0,0,29794,,1.96796
TE-001627,2436.782429,2344.086786,2289.3,0,1,0,26243,0.80514,2.08379
TE-001628,2372.242708,2418.125559,134.5,1,0,0,33607,0.86895,2.18388
TE-001629,0,2323.32636,531.6,0,0,1,31038,0.84412,2.13523
TE-001630,2415.371339,2322.298305,261.9,0,1,0,23373,0.78701,2.05791
TE-001631,2393.746127,2314.56563,583.1,1,0,0,34663,0.83553,1.97945
TE-001632,2381.275964,2314.56563,667.8,0,0,1,38157,0.80664,2.0309
TE-001633,2428.650697,2361.203303,1105.7,1,0,0,41494,0.86728,1.94304
TE-001634,2343.524375,2338.107605,2250,0,0,1,41741,0.87739,1.91244
TE-001635,2371.441718,2361.203303,182.9,1,0,0,21984,0.85147,1.70097
TE-001636,2337.423269,2314.56563,355.8,0,0,1,36951,0.81949,2.16302
TE-001637,2363.220922,2478.807647,2690.2,1,0,0,27222,0.81019,1.80688
TE-001638,2360.343076,2395.681045,223.9,1,0,0,35139,0.82127,2.19839
TE-001639,2341.754674,2478.807647,331.4,1,0,0,26399,0.85354,2.04554
TE-001640,2381.780508,2570.85934,512.3,1,0,0,18425,0.86965,1.56324
TE-001641,2379.670669,2368.183601,1051.5,0,0,1,16886,0.82923,2.20951
TE-001642,2436.782429,2319.803941,696.5,0,0,1,34612,0.87255,2.40733
TE-001643,2393.746127,2320.498273,808.3,1,0,0,16642,0.83073,1.86095
TE-001644,0,2335.521141,2973.3,1,0,0,34341,0.838,2.31395
TE-001645,2436.782429,2343.268614,182.3,1,0,0,35931,0.8493,1.98993
TE-001646,2399.973752,2314.794916,718.5,0,0,1,32665,,2.31476
TE-001647,2368.143591,2449.516032,299.6,0,1,0,30585,0.81443,1.85657
TE-001648,2436.782429,2477.834595,271.3,1,0,0,-21867,0.78676,2.48048
TE-001649,2415.590078,2376.814976,1570,1,0,0,36800,,1.73282
TE-001650,2384.808275,2213.265057,1633.7,1,0,0,36049,0.82351,2.07826
TE-001651,2347.323839,2350.789479,572.1,0,0,1,27178,0.78123,1.9418
TE-001652,2399.973752,2332.539852,487.8,1,0,0,33276,0.83444,1.94022
TE-001653,2341.754674,2258.60468,483.5,1,0,0,33903,0.82441,2.43133
TE-001654,2324.519959,2360.440814,691.1,1,0,0,45955,0.81693,2.19993
TE-001655,2398.948371,2431.125135,413.6,0,1,0,23129,0.77098,2.19812
TE-001656,2381.780508,2314.794916,925.2,1,0,0,32135,0.80944,2.09693
TE-001657,2379.670669,2361.203303,910.3,1,0,0,35223,0.7969,1.99892
TE-001658,2360.343076,2319.338213,846.6,0,1,0,34853,0.83556,2.36658
TE-001659,2435.651745,2392.271247,248.7,1,0,0,38996,0.8589,2.17648
TE-001660,0,2350.789479,470.7,1,0,0,36787,0.81091,1.89892
TE-001661,2331.999937,2478.807647,1709.1,1,0,0,26056,0.84802,1.75901
TE-001662,2337.423269,2570.85934,200.1,0,1,0,26100,0.81974,2.08111
TE-001663,2362.030533,2344.086786,663,1,0,0,30885,0.88312,1.98951
TE-001664,2417.105175,2288.001041,70,1,0,0,35432,0.82366,1.89143
TE-001665,2337.423269,0,2047.8,1,0,0,20901,0.84102,1.92612
TE-001666,2421.419866,2416.177713,398.4,1,0,0,29496,0.82155,1.93353
TE-001667,0,2314.794916,277.4,1,0,0,32310,0.80046,2.09137
TE-001668,2381.275964,2319.338213,406.4,0,1,0,30844,0.85456,2.05893
TE-001669,2495.500445,2396.610566,719.4,1,0,0,34859,0.83623,1.73097
TE-001670,2435.651745,0,533.4,0,0,1,41978,0.84975,2.20962
TE-001671,2381.275964,2499.984463,559.2,0,1,0,30356,0.80511,2.03411
TE-001672,2402.475076,2348.170183,1146.9,1,0,0,-47500,0.81584,2.219
TE-001673,2341.754674,2436.060765,313.3,0,0,1,11500,0.83185,1.98519
TE-001674,2324.758747,2320.498273,609.1,1,0,0,25263,0.87734,1.83382
TE-001675,2363.220922,0,123.3,1,0,0,22417,0.81768,2.2077
TE-001676,2379.670669,2258.60468,1422.7,0,0,1,35761,0.83629,2.17674
TE-001677,2341.754674,2413.018698,1056.3,1,0,0,30204,0.82893,1.93693
TE-001678,2341.228856,2333.621217,934.7,0,1,0,34335,0.8096,2.05944
TE-001679,0,2499.984463,739.4,0,0,1,34408,0.81779,2.18766
TE-001680,2287.469184,2478.807647,1231.9,0,0,1,34981,0.79031,2.10281
TE-001681,2330.211578,2344.086786,263.2,0,0,1,22090,0.83841,2.10166
TE-001682,2379.670669,2440.155246,894.1,1,0,0,26948,0.83168,2.02686
TE-001683,2435.651745,2358.454781,1219.5,0,1,0,32511,0.848,1.94003
TE-001684,2362.895358,2300.372527,2513.6,1,0,0,21991,0.83418,2.15134
TE-001685,0,2451.387059,256.5,1,0,0,39158,0.78642,2.45149
TE-001686,2428.650697,2451.387059,1725.9,1,0,0,29313,0.81529,1.85635
TE-001687,2330.211578,2335.521141,332.4,0,1,0,34012,0.83771,2.18641
TE-001688,2343.524375,2410.21985,2801.5,1,0,0,37342,0.82188,2.16117
TE-001689,2362.895358,2320.498273,494,1,0,0,25152,0.84188,2.45835
TE-001690,2360.475293,2416.13977,1096,0,0,1,32112,0.84324,2.14212
TE-001691,2417.105175,2323.32636,1148.5,0,1,0,27901,0.8671,1.97958
TE-001692,2417.105175,2314.56563,779.1,1,0,0,30171,0.89556,2.08219
TE-001693,2415.371339,2376.58651,2230.9,0,1,0,45283,0.86433,2.08697
TE-001694,2422.435157,2401.643216,1619.4,0,0,1,36378,0.81555,2.43443
TE-001695,2360.343076,0,1149.1,0,0,1,35386,0.81608,2.08504
TE-001696,2381.780508,2416.13977,337.8,1,0,0,29650,0.78677,2.07407
TE-001697,2435.651745,2360.440814,650.5,1,0,0,29853,0.8468,1.96339
TE-001698,2372.392688,2325.536004,612.5,0,0,1,40978,0.84769,1.71571
TE-001699,2402.475076,2319.803941,649.2,1,0,0,33446,0.80682,2.22716
TE-001700,2372.392688,2477.834595,512.5,1,0,0,36749,0.80591,1.87563
TE-001701,2287.469184,2393.860138,1641.5,1,0,0,28402,0.82769,1.79155
TE-001702,2415.371339,2361.203303,2004.1,0,1,0,31004,0.88123,2.14481
TE-001703,2398.948371,0,1178.9,0,1,0,34513,0.83998,1.87615
TE-001704,0,2314.56563,2281.1,0,0,1,19096,0.7707,2.13563
TE-001705,2373.978362,2314.56563,2314.6,1,0,0,30457,0.78677,2.10311
TE-001706,2300.557875,2338.426828,1019.7,1,0,0,31979,0.82763,2.45382
TE-001707,2402.475076,2418.125559,1143.5,1,0,0,40235,0.8789,2.16329
TE-001708,2287.469184,2358.126773,1750.6,1,0,0,46257,0.81584,1.84686
TE-001709,2371.33693,2343.25078,499.9,1,0,0,34300,0.86827,2.07569
TE-001710,2371.441718,2423.152774,314.8,0,0,1,35967,0.80802,2.289
TE-001711,2278.068216,2314.56563,1808.3,0,0,1,22694,0.81058,2.05585
TE-001712,2345.354121,2440.931345,714.4,1,0,0,28671,0.84721,2.10048
TE-001713,2372.392688,2325.536004,629.3,1,0,0,19664,0.76078,2.4019
TE-001714,2364.243526,2344.086786,2160.2,0,1,0,30209,0.79936,2.35476
TE-001715,2345.354121,2361.203303,446.6,0,0,1,42280,0.81479,2.03504
TE-001716,2381.780508,2499.984463,430.8,0,1,0,32713,0.82261,2.09835
TE-001717,2373.978362,2360.440814,1848.7,0,0,1,37740,0.82675,1.75041
TE-001718,2368.143591,2420.506514,108.4,0,0,1,39041,0.83672,2.05772
TE-001719,2435.651745,2300.372527,2296.1,0,0,1,32754,0.79888,2.33751
TE-001720,2400.164778,2423.152774,2325.3,0,0,1,29832,0.84793,2.19891
TE-001721,2417.105175,2322.298305,2696.9,0,0,1,24680,0.82642,2.27119
TE-001722,2287.469184,2300.372527,1863.6,0,0,1,27136,0.82399,1.88744
TE-001723,2304.903794,2401.643216,2116,1,0,0,23382,0.8388,1.99211
TE-001724,2362.030533,2344.086786,668.6,0,0,1,30484,0.83993,1.98978
TE-001725,2372.392688,2365.846109,440.8,1,0,0,24094,0.85113,2.36097
TE-001726,2324.758747,2320.498273,646.5,1,0,0,25468,0.86149,2.04319
TE-001727,2422.435157,2478.807647,671.9,0,1,0,37183,0.82462,2.04297
TE-001728,2402.475076,2322.298305,1280.5,1,0,0,24817,0.86243,2.2308
TE-001729,2360.343076,2393.860138,1295.6,1,0,0,28918,0.81148,2.10521
TE-001730,2372.392688,2314.56563,444.4,1,0,0,35714,0.82486,1.8997
TE-001731,2324.519959,2393.860138,2366.6,1,0,0,27709,0.85118,2.17716
TE-001732,2371.33693,2350.789479,1191.5,1,0,0,39986,0.85256,2.26208
TE-001733,2405.200865,2396.610566,510.8,1,0,0,25824,0.85139,2.28262
TE-001734,2352.858014,2342.508207,1152.8,1,0,0,19748,0.82727,2.1695
TE-001735,2435.651745,2394.652159,235.3,1,0,0,31220,0.85161,1.65284
TE-001736,0,2395.681045,1538.6,1,0,0,31537,0.7953,1.82949
TE-001737,2324.758747,2361.203303,463.1,1,0,0,18168,0.80796,1.98899
TE-001738,2324.758747,2335.521141,1976.9,1,0,0,41346,0.84521,2.0988
TE-001739,2292.950558,2300.372527,527.5,1,0,0,47500,0.84925,1.92332
TE-001740,2415.590078,2438.853011,503.2,1,0,0,42538,0.85039,1.95272
TE-001741,2435.651745,2323.32636,435.4,0,0,1,35563,0.83375,2.18521
TE-001742,2428.650697,2342.508207,1198.5,1,0,0,26565,0.85057,2.17587
TE-001743,2287.469184,2365.846109,470.7,0,1,0,34909,0.883,1.98253
TE-001744,2391.87245,2396.610566,947.8,1,0,0,36225,,2.09051
TE-001745,2384.808275,2343.268614,619.9,1,0,0,45007,0.8911,1.86465
TE-001746,2347.421012,2350.789479,780,0,1,0,29295,0.82076,2.42595
TE-001747,2287.469184,0,548.3,0,1,0,34145,0.89528,2.37711
TE-001748,2337.423269,2409.861852,593.9,0,0,1,28558,0.82548,2.37153
TE-001749,2278.068216,2409.861852,1076.3,0,1,0,26609,0.86236,1.77862
TE-001750,2381.780508,2213.265057,1112.1,1,0,0,24666,0.83362,2.04309
TE-001751,2341.228856,2416.13977,618.8,1,0,0,36409,0.82733,1.7417
TE-001752,2345.354121,2390.998973,2083.6,0,0,1,35768,0.83815,2.23398
TE-001753,2331.999937,2395.681045,201.3,1,0,0,20241,0.79443,2.41537
TE-001754,2362.030533,2478.807647,2937.9,0,0,1,31562,0.84898,1.6826
TE-001755,2393.746127,2332.539852,1010.2,1,0,0,27239,0.77768,2.16282
TE-001756,2415.371339,2394.652159,2172.2,1,0,0,38700,0.8203,1.92034
TE-001757,2371.33693,2344.086786,3116.6,1,0,0,29912,0.83522,1.87022
TE-001758,2363.517172,2451.387059,609.7,1,0,0,41115,0.75897,2.16597
TE-001759,0,2350.789479,336.2,0,0,1,20517,0.85302,2.13606
TE-001760,0,2314.794916,861.8,1,0,0,27188,0.85193,2.29573
TE-001761,2300.557875,2348.170183,686.3,0,1,0,23906,0.84942,2.07609
TE-001762,2379.670669,2319.338213,794.8,1,0,0,42271,0.83257,2.15329
TE-001763,2435.651745,2258.60468,409.9,1,0,0,36493,0.81743,1.9663
TE-001764,2417.105175,2288.001041,70,0,1,0,22167,0.8227,2.22955
TE-001765,2363.517172,2360.440814,452.7,1,0,0,11258,0.8493,1.9364
TE-001766,2402.475076,2319.338213,596.4,0,0,1,28844,0.81085,2.1452
TE-001767,2381.275964,2431.125135,933.5,1,0,0,22290,0.83295,2.08085
TE-001768,2268.785714,2478.807647,771.2,0,0,1,35182,0.87665,1.85758
TE-001769,0,2449.516032,2627.4,1,0,0,39783,0.80633,1.86734
TE-001770,2384.808275,2449.516032,398.5,0,0,1,21590,0.86911,1.94124
TE-001771,2379.670669,2343.268614,1122.7,1,0,0,22314,0.83668,2.42464
TE-001772,2417.105175,2392.271247,987.6,0,1,0,30756,0.83654,2.43907
TE-001773,2324.519959,2435.903949,663.8,0,1,0,22058,0.81225,1.92737
TE-001774,2319.611823,2396.610566,1392.3,0,1,0,22719,0.83679,2.4315
TE-001775,2436.782429,2435.903949,823.6,1,0,0,28706,0.78422,2.17236
TE-001776,2363.517172,2320.452,1184.8,0,0,1,29478,0.85087,2.40529
TE-001777,2402.475076,2314.794916,1616.2,1,0,0,40319,0.87649,2.0914
TE-001778,2415.590078,0,692.2,1,0,0,42691,0.87381,2.01774
TE-001779,2347.323839,2449.516032,1352.8,0,0,1,37555,0.82221,2.0123
TE-001780,2331.999937,2395.681045,203.6,1,0,0,28817,0.86613,1.97864
TE-001781,2400.164778,2314.794916,3025.9,1,0,0,30208,0.85216,2.06984
TE-001782,2363.220922,2394.652159,2064.9,1,0,0,42810,0.79621,2.03463
TE-001783,2381.275964,2416.177713,537.8,1,0,0,33403,0.86625,1.70587
TE-001784,2364.243526,2358.454781,1168.4,1,0,0,38369,,1.81533
TE-001785,2379.670669,2373.732961,1512.4,1,0,0,35675,0.82446,2.02231
TE-001786,2372.392688,2360.440814,329.3,0,1,0,22828,0.88095,1.85189
TE-001787,2421.419866,2358.454781,325.6,0,0,1,21663,0.85773,1.93872
TE-001788,2341.754674,2451.387059,1541.6,0,0,1,16949,0.84983,2.39907
TE-001789,2340.208547,2395.681045,1456.2,0,0,1,22447,0.84252,2.02775
TE-001790,2363.220922,2319.803941,2039.9,0,1,0,30722,0.86032,1.81634
TE-001791,2360.369685,2361.203303,457.3,1,0,0,31528,0.84639,2.05552
TE-001792,2278.068216,2409.861852,1101,0,1,0,31462,0.80888,2.02439
TE-001793,2300.557875,2440.155246,658.7,0,0,1,29255,0.82265,2.05605
TE-001794,2341.228856,2320.452,1289.2,0,1,0,36695,0.82004,1.95011
TE-001795,2495.500445,2395.681045,848.7,0,1,0,24100,0.82611,1.75078
TE-001796,2347.421012,2325.536004,1266.3,0,0,1,28963,0.83006,1.87647
TE-001797,2363.517172,2373.732961,766.5,1,0,0,22681,0.87282,2.12963
TE-001798,2417.105175,2322.298305,2676.9,1,0,0,31721,0.81157,1.95765
TE-001799,2398.948371,2420.506514,1375.7,1,0,0,30314,0.8234,2.19282
TE-001800,2373.978362,2288.001041,2905.1,0,1,0,47500,0.84018,2.40039
TE-001801,2340.208547,2438.853011,1520.6,1,0,0,23029,0.86792,2.22606
TE-001802,2324.758747,0,1155.5,1,0,0,42126,0.80972,2.09917
TE-001803,2398.948371,2358.454781,568.5,0,1,0,30942,0.8115,1.93966
TE-001804,2364.243526,2477.834595,498.3,1,0,0,32518,0.84427,1.88644
TE-001805,0,2570.85934,751,1,0,0,37368,0.86167,1.95712
TE-001806,2292.950558,2343.268614,1840.7,1,0,0,9655,0.8172,2.25578
TE-001807,2417.105175,2320.452,2048.9,0,1,0,35468,0.84379,2.06282
TE-001808,2415.371339,2477.834595,1974.7,0,0,1,17069,0.85646,2.07671
TE-001809,2364.243526,2423.152774,184.6,1,0,0,28815,0.83397,2.32334
TE-001810,2360.343076,2373.732961,1596.9,1,0,0,17355,0.84897,1.79185
TE-001811,2372.392688,2394.652159,321.6,0,0,1,36899,0.85069,2.22947
TE-001812,2304.903794,2314.794916,310.5,1,0,0,42153,0.83943,1.88265
TE-001813,2384.808275,2376.814976,478.4,1,0,0,,0.85288,1.95432
TE-001814,2495.500445,2344.086786,1989.9,0,0,1,16195,0.81671,1.56581
TE-001815,2331.999937,2409.776871,800.9,1,0,0,24297,0.8181,2.39278
TE-001816,2286.313212,0,1490.5,0,0,1,40157,0.82598,1.78322
TE-001817,2391.87245,2320.498273,878.2,1,0,0,31517,0.85053,2.1977
TE-001818,2415.371339,2358.126773,3099.9,0,0,1,25518,0.87307,2.44151
TE-001819,2286.313212,2258.60468,1183.1,1,0,0,39248,0.89657,2.25847
TE-001820,2436.782429,2423.152774,647.9,1,0,0,36682,0.84136,1.89035
TE-001821,0,2325.536004,2151.1,1,0,0,33051,0.83773,2.05089
TE-001822,2292.950558,2343.25078,2598.4,0,1,0,47500,0.83641,1.94346
TE-001823,2340.208547,2358.126773,3135.8,1,0,0,35052,0.79357,1.94128
TE-001824,2398.948371,2358.126773,1657.1,1,0,0,47500,0.81535,2.31057
TE-001825,2435.651745,2320.498273,262.9,0,0,1,20509,0.79948,2.05531
TE-001826,2364.243526,2333.621217,452.2,0,0,1,39113,0.84526,2.17838
TE-001827,2347.421012,2418.125559,120.5,0,1,0,38053,0.83866,2.05364
TE-001828,2417.105175,2320.452,2088.5,0,0,1,36138,0.8896,1.94445
TE-001829,2345.88247,2332.539852,102.3,1,0,0,24885,0.87681,2.32773
TE-001830,2400.164778,0,2199.7,0,1,0,35898,0.89523,1.5422
TE-001831,2381.780508,2394.652159,331.2,1,0,0,26300,0.87774,2.27168
TE-001832,2435.651745,2394.652159,244.9,0,0,1,43523,0.79492,1.99542
TE-001833,2330.211578,2258.60468,2426.2,0,0,1,27665,0.82198,2.11784
TE-001834,2371.33693,2314.794916,376.8,0,1,0,23930,0.86782,1.99809
TE-001835,2421.419866,0,1435.5,0,1,0,18511,0.82373,2.42729
TE-001836,0,2478.807647,612.9,0,0,1,27846,0.81666,1.66423
TE-001837,2352.858014,0,1841.6,0,1,0,18762,0.8828,2.12529
TE-001838,2379.670669,2314.794916,1701.2,1,0,0,31179,0.84438,1.9623
TE-001839,2379.670669,2322.298305,1039.1,1,0,0,24735,0.87581,1.91618
TE-001840,0,2323.32636,718.1,1,0,0,41105,0.82883,1.82736
TE-001841,2417.105175,2314.794916,100.9,0,1,0,37304,0.86605,2.55418
TE-001842,2292.950558,2358.126773,2637.6,1,0,0,27458,0.87513,2.02793
TE-001843,2368.143591,2477.834595,985,0,0,1,33310,0.83679,2.13945
TE-001844,2363.220922,2288.001041,2816.3,1,0,0,31962,0.81063,2.23116
TE-001845,2372.392688,2288.001041,1162.9,1,0,0,12977,0.75598,2.00644
TE-001846,2371.33693,2325.536004,1617.5,0,1,0,18347,,1.88028
TE-001847,2285.719116,2440.931345,581.7,1,0,0,33862,0.83184,1.93501
TE-001848,2362.030533,2431.125135,1797,0,0,1,33389,0.80568,1.96224
TE-001849,2352.858014,2314.56563,1377.7,0,0,1,38221,0.81476,2.22964
TE-001850,0,2300.372527,2411.1,1,0,0,39599,0.81598,2.34279
TE-001851,0,2322.298305,2140.3,0,0,1,28443,0.85101,1.94033
TE-001852,2360.475293,2314.56563,780.6,1,0,0,41700,0.7976,1.9491
TE-001853,2343.524375,2381.27122,2649.4,0,0,1,29721,0.80537,1.91639
TE-001854,2300.557875,0,279.6,1,0,0,27662,0.8332,2.39752
TE-001855,2287.469184,2295.4675,698.5,1,0,0,24422,0.82685,1.8052
TE-001856,2330.555271,2343.25078,2845.8,1,0,0,42934,0.83266,2.26919
TE-001857,2368.143591,2320.498273,617.1,1,0,0,36616,0.80773,2.05809
TE-001858,2363.517172,2342.508207,442.6,1,0,0,23431,0.82756,1.88038
TE-001859,2381.275964,2381.27122,1924.1,1,0,0,16692,0.84046,2.08752
TE-001860,2381.780508,2416.177713,643.7,1,0,0,38136,0.84483,1.79819
TE-001861,2415.371339,2300.372527,915,0,1,0,17093,0.81971,1.57103
TE-001862,2364.243526,2333.621217,449.3,0,0,1,26265,0.8418,1.76627
TE-001863,0,2343.25078,179.3,1,0,0,34030,0.81811,2.05641
TE-001864,2362.030533,2350.789479,2330.6,1,0,0,23782,0.83522,2.583
TE-001865,2379.670669,2409.861852,298.2,1,0,0,26087,0.82398,2.09681
TE-001866,2287.469184,2477.834595,923.8,1,0,0,25271,0.86912,1.8605
