pickup,delivery,distance,D,F,R,weight,date,mes,market_index,quote_signal
2330.211578,2495.500445,1785.5,0,1,0,30483,25,3,1.07378,2.1617
2436.782429,2324.758747,939.7,0,0,1,31794,25,3,1.08709,2.35713
2345.354121,2324.758747,908.9,0,0,1,38421,25,3,1.06398,2.35754
2372.392688,2292.950558,1590.2,0,1,0,27759,25,3,1.0862,2.18379
2341.754674,2415.371339,3034.9,0,1,0,29083,25,3,1.08122,2.01849
2381.275964,2360.475293,1133.1,1,0,0,19210,25,3,1.11475,1.91794
2363.220922,2340.208547,233.6,1,0,0,44969,25,3,1.08606,2.60182
2417.105175,2363.517172,934.4,0,1,0,35370,25,3,1.10817,2.306
2343.524375,2405.630936,580.1,0,1,0,27368,25,3,1.10424,2.36523
2422.435157,2393.746127,430.8,1,0,0,21827,25,3,1.08632,2.22157
2400.164778,2436.782429,2305.7,0,1,0,42638,25,3,1.1549,2.11745
2436.782429,2371.441718,658.7,0,0,1,25302,25,3,1.07909,2.31012
2415.371339,2373.978362,899.4,1,0,0,22016,25,3,1.09643,1.91682
2337.423269,2436.782429,992.7,0,1,0,27722,25,3,1.08663,2.19608
2405.630936,2287.469184,524.2,1,0,0,45369,25,3,1.09351,2.38124
2341.228856,2360.343076,830.2,0,1,0,36575,25,3,1.11152,2.49475
2360.343076,2376.175448,2080.9,0,0,1,27600,25,3,1.0876,2.19377
2340.208547,2324.519959,2538.8,0,1,0,28146,25,3,1.06788,2.05097
2360.343076,2436.782429,1374.5,1,0,0,41094,25,3,1.10787,2.05293
2363.220922,2347.323839,1492.1,0,0,1,31816,25,3,1.08885,2.24443
2330.211578,2278.068216,305,1,0,0,34866,25,3,1.07182,2.38601
2363.517172,2437.607814,1524.3,0,0,1,34481,25,3,1.06052,2.19862
2340.208547,2437.607814,731.8,0,1,0,38454,25,3,1.0797,2.43088
2347.323839,2371.33693,1741.7,1,0,0,19112,25,3,1.10087,1.82938
2435.24564,2345.354121,426.6,1,0,0,29879,25,3,1.11248,2.21656
2352.858014,2330.211578,646.8,1,0,0,47500,25,3,1.08623,2.2962
2381.275964,2337.423269,731.7,0,1,0,43677,25,3,1.11181,2.44763
2381.780508,2340.208547,2027.1,1,0,0,36852,25,3,1.1181,1.94063
2331.999937,2372.392688,868.4,1,0,0,28631,25,3,1.09153,2.06769
2345.354121,2300.557875,678.7,0,1,0,35111,25,3,1.07023,2.37982
2391.87245,2324.519959,848.1,0,1,0,33884,25,3,1.10888,2.41786
2285.719116,2435.651745,448.2,0,1,0,29398,25,3,1.14363,2.51244
2347.421012,2400.164778,2242.7,0,0,1,28859,25,3,1.05819,2.00669
2360.369685,2363.517172,286.7,1,0,0,32886,25,3,1.11404,2.43153
2436.782429,2347.421012,114.3,0,0,1,19173,25,3,1.07141,2.92587
2292.950558,2343.524375,2182.5,1,0,0,34593,25,3,1.12227,1.95648
2371.33693,2337.423269,1449.5,0,0,1,23599,25,3,1.10633,2.16276
2417.105175,2398.948371,1362.6,0,1,0,32462,25,3,1.10567,2.2049
2345.354121,2324.519959,688.2,1,0,0,38231,25,3,1.05984,2.12108
2376.175448,2428.650697,166.6,1,0,0,35310,25,3,1.10279,2.66974
2386.745584,2400.164778,2340,1,0,0,29433,25,3,1.06734,1.84846
2319.611823,2372.392688,972.2,0,0,1,42959,25,3,1.11397,2.37265
2330.555271,2428.650697,2956.7,0,0,1,25435,25,3,1.10077,2.04826
2363.220922,2376.175448,3124.8,1,0,0,29187,25,3,1.10149,1.77016
2415.371339,2319.611823,2801.1,1,0,0,34319,25,3,1.11045,1.7599
2372.242708,2368.143591,716.5,0,0,1,39971,25,3,1.08833,2.33033
2379.670669,2363.220922,1237.5,0,0,1,20981,25,3,1.06095,2.23686
2341.228856,2331.999937,936,0,0,1,35055,25,3,1.08911,2.45099
2287.469184,2402.475076,162.7,1,0,0,,25,3,1.09654,2.79963
2343.524375,2319.611823,724.3,0,0,1,24488,25,3,1.11834,2.34109
2360.475293,2371.441718,962.8,0,0,1,30788,25,3,1.09496,2.31388
2436.782429,2381.275964,451.7,1,0,0,28605,25,3,1.07672,2.14862
2364.243526,2417.105175,784,0,1,0,27249,25,3,1.09223,2.22312
2435.651745,2405.630936,358.2,1,0,0,47500,25,3,1.07756,2.43561
2341.754674,2417.105175,72.8,1,0,0,31906,25,3,1.08746,2.73289
2343.524375,2384.808275,399.4,0,1,0,32153,25,3,1.04003,2.53718
2343.524375,2379.670669,1284.9,0,1,0,22430,25,3,1.0951,2.17642
2345.354121,2360.369685,822,0,0,1,37116,25,3,1.06859,2.42992
2287.469184,2341.754674,1558.2,0,0,1,20404,25,3,1.11922,2.1488
2381.275964,2347.421012,468,1,0,0,30905,25,3,1.12972,2.25428
2337.423269,2330.211578,1842.5,1,0,0,15758,25,3,1.12791,1.88945
2400.164778,2363.517172,2074.9,1,0,0,43076,25,3,1.04041,1.99889
2399.973752,2363.517172,545,1,0,0,27566,25,3,1.09803,2.18569
2360.369685,2363.517172,271.5,1,0,0,28131,25,3,1.07971,2.45763
2381.780508,2435.651745,543.2,0,1,0,30752,25,3,1.06917,2.47272
2347.323839,2324.758747,476,0,1,0,29755,25,3,1.12907,2.65131
2285.719116,2386.745584,377,1,0,0,15119,25,3,1.10249,2.1901
2340.208547,2300.557875,2718.7,0,1,0,27398,25,3,1.12256,2.05197
2341.228856,2405.630936,578.9,0,1,0,33858,25,3,1.09089,2.55237
2287.469184,2379.670669,436.9,0,1,0,36809,25,3,1.08116,2.69983
2435.651745,2345.354121,606.6,1,0,0,34210,25,3,1.07221,2.09278
2428.650697,2384.808275,494.8,0,0,1,39048,25,3,1.10522,2.60785
2304.903794,2286.313212,1288.8,0,1,0,36180,25,3,1.10284,2.24941
2360.369685,2319.611823,1004.5,1,0,0,34710,25,3,1.1146,1.97512
2384.808275,2379.670669,1532.9,1,0,0,18859,25,3,1.06886,1.93325
2330.211578,2363.517172,1819.9,0,0,1,22721,25,3,1.09615,2.12033
2287.469184,2398.948371,177.1,0,1,0,34517,25,3,1.1113,3.22812
2362.030533,2393.746127,1948.8,0,1,0,23201,25,3,1.12177,2.06978
2402.475076,2435.651745,866.5,1,0,0,36610,25,3,1.10969,2.12023
2319.611823,2405.630936,933,0,1,0,29558,25,3,1.09068,2.27593
2341.754674,2364.243526,858.1,1,0,0,20747,25,3,1.08487,1.96347
2287.469184,2300.557875,1099.5,0,0,1,36570,25,3,1.09678,2.3627
2379.670669,2278.068216,806.3,1,0,0,31325,25,3,1.08066,2.21213
2324.519959,2345.354121,679.2,1,0,0,32028,25,3,1.10162,2.09746
2495.500445,2381.780508,115.1,0,0,1,39740,25,3,1.08958,3.24097
2415.371339,2381.780508,2009.3,1,0,0,22960,25,3,1.09167,1.82485
2330.211578,2362.895358,2395.2,1,0,0,15853,25,3,1.10866,1.76681
2381.780508,2364.243526,313,1,0,0,33647,25,3,1.0949,2.47567
2363.220922,2422.435157,1999.4,0,1,0,47500,25,3,1.05896,2.2469
2324.758747,2324.519959,471.9,1,0,0,21989,25,3,1.08096,2.16242
2428.650697,2371.441718,1175.2,1,0,0,29580,25,3,1.1271,1.9435
2345.88247,2345.354121,532.7,0,0,1,33313,25,3,1.1143,2.40424
2402.475076,2362.895358,1303.4,1,0,0,34863,25,3,1.12341,2.02928
2330.211578,2352.858014,636.8,1,0,0,34405,25,3,1.03929,2.24378
2399.973752,2379.670669,1150.5,1,0,0,28432,25,3,1.07633,1.97329
2402.475076,2379.670669,286.2,0,1,0,47500,25,3,1.07082,2.95279
2399.973752,2368.143591,722.5,1,0,0,30478,25,3,1.13866,2.02436
2364.243526,2437.607814,1634.4,1,0,0,30387,25,3,1.10077,1.96087
2437.607814,2417.105175,2354.8,0,1,0,32246,25,3,1.12387,2.09364
2324.758747,2495.500445,554.9,1,0,0,16990,25,3,1.11319,2.17062
2304.903794,2360.343076,1624.6,0,0,1,43046,25,3,1.10649,2.28375
2398.948371,2381.780508,611.8,1,0,0,,25,3,1.14142,2.20721
2393.746127,2399.973752,722.4,1,0,0,40411,25,3,1.07769,2.18089
2415.590078,2330.211578,1418.5,1,0,0,20940,25,3,1.09806,1.96172
2363.220922,2340.208547,219.1,0,1,0,27140,25,3,1.12439,2.76555
2422.435157,2393.746127,422.2,1,0,0,20435,25,3,1.11084,2.26113
2319.611823,2398.948371,1292,1,0,0,38969,25,3,1.09175,2.02944
2268.785714,2421.419866,753.6,1,0,0,37171,25,3,1.05566,2.21987
2285.719116,2436.782429,315.5,0,0,1,29273,25,3,1.08084,2.59822
2337.423269,2330.211578,1846.4,1,0,0,25053,25,3,1.08649,1.87564
2371.33693,2398.948371,1611.9,0,1,0,28820,25,3,1.12464,2.19636
2415.371339,2381.780508,1944.6,0,1,0,36260,25,3,1.09573,2.10626
2435.651745,2300.557875,413.9,1,0,0,41600,25,3,1.07716,2.35951
2362.895358,2381.275964,849.2,1,0,0,18354,25,3,1.13745,1.97545
2381.780508,2386.745584,467.9,1,0,0,28051,25,3,1.08051,2.22138
2330.555271,2363.517172,1895.9,0,1,0,36463,25,3,1.09134,2.16949
2343.524375,2398.948371,890.7,0,0,1,38867,25,3,1.10679,2.47025
2364.243526,2300.557875,516.8,1,0,0,31392,25,3,1.09551,2.18572
2362.895358,2341.754674,381.3,0,0,1,8527,25,3,1.10426,2.38008
2363.517172,2345.88247,676.2,1,0,0,23776,25,3,1.07192,2.03023
2400.164778,2428.650697,3199.6,1,0,0,19010,25,3,1.12495,1.72965
2399.973752,2428.650697,992,0,0,1,37462,25,3,1.12276,2.37015
2415.590078,2287.469184,200.7,1,0,0,29568,25,3,1.12646,2.73461
2341.228856,2402.475076,583.7,1,0,0,35375,25,3,1.07621,2.31022
2391.87245,2372.392688,499.1,1,0,0,34608,25,3,1.11005,2.3551
2352.858014,2368.143591,2027.9,1,0,0,35638,25,3,1.05642,1.96268
2371.441718,2371.33693,1224,1,0,0,24262,25,3,1.05262,1.87036
2363.517172,2417.105175,920.8,0,0,1,40883,25,3,1.11747,2.42765
2360.343076,2386.745584,1133.8,1,0,0,36017,25,3,1.1005,2.07401
2402.475076,2435.24564,741.1,1,0,0,34866,25,3,1.0697,2.17236
2372.392688,2364.243526,341,0,1,0,20881,25,3,1.11595,2.62518
2330.211578,2341.754674,2799.5,1,0,0,47500,25,3,1.1004,1.88378
2363.517172,2371.33693,1202.7,0,0,1,39184,25,3,1.15186,2.3088
2405.200865,2435.651745,1187.7,1,0,0,13174,25,3,1.1271,1.92719
2399.973752,2422.435157,368.7,0,0,1,39007,25,3,1.12799,2.75473
2381.780508,2363.517172,411.6,0,0,1,26479,25,3,1.10001,2.50314
2398.948371,2405.630936,366.9,0,1,0,27233,25,3,1.11494,2.74588
2391.87245,2341.228856,1090.5,1,0,0,25472,25,3,1.06933,1.9366
2400.164778,2379.670669,1287.3,0,0,1,33734,25,3,1.08504,2.35519
2331.999937,2371.33693,2191.8,1,0,0,24374,25,3,1.10092,1.82649
2435.651745,2285.719116,452.4,1,0,0,46670,25,3,1.06744,2.23704
2415.371339,2331.999937,1148.2,0,0,1,40250,25,3,1.08819,2.42588
2415.371339,2364.243526,2159,1,0,0,34212,25,3,1.08408,1.84916
2330.211578,2371.33693,2847.1,1,0,0,26347,25,3,1.10262,1.70925
2379.670669,2341.754674,1858.3,0,0,1,35299,25,3,1.08443,2.23892
2304.903794,2364.243526,554.5,1,0,0,24353,25,3,1.03759,1.99116
2324.758747,2347.421012,1008.7,1,0,0,23589,25,3,1.12572,1.96382
2402.475076,2386.745584,902.3,0,1,0,17810,25,3,1.10128,2.24665
2386.745584,2360.343076,1199.1,1,0,0,41705,25,3,1.08756,2.12534
2435.651745,2391.87245,698.2,1,0,0,35602,25,3,1.10139,2.14159
2363.220922,2363.517172,2068.3,0,0,1,21951,25,3,1.1124,2.07982
2330.211578,2372.392688,1609.8,0,0,1,26766,25,3,1.10588,2.18849
2371.33693,2435.651745,1082.8,0,1,0,34394,25,3,1.1164,2.23149
2292.950558,2400.164778,605.5,0,0,1,40671,25,3,1.10934,2.54235
2363.517172,2319.611823,870.1,1,0,0,37196,25,3,1.10548,2.02069
2324.758747,2324.519959,442.6,1,0,0,36188,25,3,1.06291,2.26255
2347.323839,2399.973752,885.8,0,0,1,31446,25,3,1.13677,2.4417
2319.611823,2364.243526,687.8,1,0,0,35262,25,3,1.09649,2.02848
2371.33693,2399.973752,887.4,0,0,1,40192,25,3,1.09112,2.37014
2415.371339,2400.164778,95.4,1,0,0,30450,25,3,1.09373,2.86542
2337.423269,2421.419866,724.7,0,0,1,20012,25,3,1.12243,2.44365
2304.903794,2287.469184,1280.3,1,0,0,20321,25,3,1.10101,1.88565
2405.200865,2372.242708,1537.5,1,0,0,24740,25,3,1.1023,1.9009
2373.978362,2327.602075,1800.5,1,0,0,32809,25,3,1.09929,1.96494
2287.469184,2337.423269,469.7,1,0,0,31077,25,3,1.12238,2.33772
2376.175448,2364.243526,1027.8,1,0,0,30893,25,3,1.11,1.97202
2360.343076,2324.519959,1136.2,0,0,1,47500,25,3,1.08833,2.45375
2352.858014,2415.371339,853.4,1,0,0,31845,25,3,1.10216,2.08927
2417.105175,2330.211578,2729.4,1,0,0,30691,25,3,1.08485,1.79023
2347.421012,2421.419866,1369.6,0,0,1,34489,26,3,1.17951,2.25628
2393.746127,2363.517172,407.4,1,0,0,34388,26,3,1.23041,2.42997
2363.517172,2364.243526,210.3,1,0,0,35489,26,3,1.17211,2.59867
2363.517172,2371.33693,1201.1,1,0,0,30044,26,3,1.12948,1.96944
2371.441718,2343.524375,513.6,1,0,0,37229,26,3,1.1483,2.23677
2345.88247,2341.228856,1096.2,1,0,0,45291,26,3,1.20733,2.02779
2300.557875,2405.630936,711.3,1,0,0,20734,26,3,1.17652,2.08909
2324.758747,2400.164778,2036.7,0,0,1,37973,26,3,1.19224,2.29919
2376.175448,2343.524375,708.8,1,0,0,21141,26,3,1.14666,2.06586
2400.164778,2384.808275,2766.2,1,0,0,32746,26,3,1.15816,1.86671
2372.392688,2379.670669,704.4,0,1,0,29816,26,3,1.18086,2.52687
2300.557875,2398.948371,1071,0,0,1,35084,26,3,1.16229,2.47727
2363.220922,2278.068216,435.8,1,0,0,19942,26,3,1.17325,2.25303
2360.369685,2381.275964,743,0,0,1,39631,26,3,1.20137,2.46219
2372.392688,2399.973752,542.8,0,0,1,18433,26,3,1.20018,2.48526
2422.435157,2330.211578,1830.4,1,0,0,23096,26,3,1.16634,1.91405
2368.143591,2340.208547,2933.6,1,0,0,32301,26,3,1.14545,1.83979
2347.421012,2393.746127,842.1,1,0,0,32885,26,3,1.15884,2.06964
2347.323839,2363.517172,594,0,1,0,28906,26,3,1.16162,2.49329
2384.808275,2381.780508,731.3,1,0,0,32147,26,3,1.17015,2.11393
2371.33693,2495.500445,1187.4,1,0,0,35054,26,3,1.14131,1.97938
2371.441718,2341.754674,1053.2,1,0,0,31273,26,3,1.16068,2.04117
2381.275964,2379.670669,810.6,1,0,0,23037,26,3,1.21214,2.08501
2319.611823,2398.948371,1311.6,0,1,0,45591,26,3,1.23091,2.26583
2400.164778,2268.785714,2098.4,0,1,0,24883,26,3,1.19142,2.11706
2286.313212,2345.354121,1067.5,1,0,0,31724,26,3,1.15727,2.0777
2324.758747,2292.950558,1671.4,1,0,0,38187,26,3,1.13502,2.01103
2399.973752,2405.200865,1365.5,0,1,0,36713,26,3,,2.32934
2341.754674,2386.745584,757.6,0,0,1,39521,26,3,1.1948,2.48813
2422.435157,2417.105175,870.8,1,0,0,43902,26,3,1.20336,2.14366
2386.745584,2287.469184,798.1,1,0,0,35292,26,3,1.2046,2.14053
2285.719116,2341.754674,860.4,1,0,0,34521,26,3,1.22051,2.02195
2381.780508,2405.630936,348.8,0,1,0,35580,26,3,1.15772,2.68639
2400.164778,2379.670669,1281.3,1,0,0,40255,26,3,1.15838,2.10662
2360.343076,2372.392688,796.1,1,0,0,30650,26,3,1.19529,2.16429
2324.519959,2287.469184,729.7,1,0,0,24238,26,3,1.18679,2.07732
2381.780508,2287.469184,798.3,1,0,0,32211,26,3,1.21369,2.16179
2405.630936,2340.208547,2080.2,1,0,0,38123,26,3,1.17896,1.97651
2398.948371,2300.557875,1044.6,1,0,0,28680,26,3,1.16878,2.07935
2415.371339,2287.469184,1624.2,1,0,0,21091,26,3,1.16151,1.89932
2391.87245,2337.423269,877.1,0,0,1,33093,26,3,1.21726,2.38125
2345.354121,2362.895358,436.5,0,1,0,39149,26,3,1.2067,2.46789
2340.208547,2422.435157,2157.5,0,1,0,40292,26,3,1.19026,2.28498
2372.242708,2304.903794,375.6,1,0,0,28654,26,3,1.17659,2.22583
2343.524375,2373.978362,2524.4,0,0,1,16915,26,3,1.14437,2.0362
2373.978362,2330.211578,813.6,0,1,0,31904,26,3,1.13773,2.34064
2287.469184,2436.782429,1080.2,1,0,0,38341,26,3,1.16094,2.0759
2398.948371,2399.973752,854.2,0,0,1,38127,26,3,1.20176,2.52067
2417.105175,2347.323839,1487.6,1,0,0,24504,26,3,1.19713,1.88204
2324.758747,2319.611823,1097,0,0,1,38750,26,3,1.18163,2.29838
2379.670669,2324.758747,712.6,0,1,0,35028,26,3,1.21224,2.63612
2435.651745,2343.524375,248.5,1,0,0,34196,26,3,1.23371,2.61407
2300.557875,2422.435157,651.7,0,1,0,35857,26,3,1.18363,2.42462
2381.275964,2360.343076,945.6,1,0,0,33940,26,3,1.1947,2.16546
2319.611823,2381.780508,753.6,1,0,0,15634,26,3,1.18481,1.95573
2371.33693,2345.354121,803.9,1,0,0,44759,26,3,1.19095,2.09946
2398.948371,2345.354121,918.9,1,0,0,17316,26,3,1.15679,2.08989
2362.030533,2324.758747,2289.1,0,0,1,39522,26,3,1.21593,2.29118
2341.754674,2391.87245,1090.7,0,0,1,38164,26,3,1.15095,2.3392
2343.524375,2373.978362,2608.6,0,1,0,28896,26,3,1.15679,2.04048
2373.978362,2345.354121,2068.9,1,0,0,38731,26,3,1.1381,1.8277
2337.423269,2495.500445,621.4,1,0,0,18879,26,3,1.22717,2.03756
2381.275964,2343.524375,871.6,0,1,0,30516,26,3,1.18747,2.33252
2360.475293,2437.607814,2399.2,1,0,0,15404,26,3,1.22122,1.86012
2435.24564,2405.630936,185.2,0,0,1,12820,26,3,1.23483,2.81154
2384.808275,2376.175448,481.7,1,0,0,29549,26,3,1.19312,2.21807
2287.469184,2341.754674,1548.8,1,0,0,30719,26,3,1.17481,1.97689
2435.24564,2371.441718,189.1,1,0,0,28300,26,3,1.23822,2.51269
2399.973752,2347.421012,301.1,1,0,0,37477,26,3,1.19813,2.35779
2341.754674,2381.780508,1043.1,0,1,0,29886,26,3,1.13593,2.25648
2360.369685,2337.423269,150.5,1,0,0,30917,26,3,1.2158,2.73363
2393.746127,2278.068216,1233.8,0,0,1,40856,26,3,1.19522,2.38461
2384.808275,2304.903794,335.1,1,0,0,36336,26,3,1.1658,2.39498
2371.33693,2324.519959,1089.5,1,0,0,34063,26,3,1.17734,1.96456
2345.354121,2421.419866,1347.3,0,1,0,25515,26,3,1.16366,2.19045
2393.746127,2287.469184,327.2,1,0,0,34076,26,3,1.16737,2.56998
2435.651745,2363.517172,213.9,1,0,0,45311,26,3,1.18095,2.59392
2341.228856,2337.423269,266.7,0,0,1,35108,26,3,1.21811,2.92825
2399.973752,2393.746127,725.9,1,0,0,38443,26,3,1.17177,2.15878
2398.948371,2384.808275,1119.4,0,1,0,37217,26,3,1.16788,2.3702
2337.423269,2330.211578,1882.2,0,1,0,19418,26,3,1.18985,2.15267
2386.745584,2300.557875,359.8,0,0,1,34841,26,3,1.17283,2.73499
2436.782429,2393.746127,846,1,0,0,28537,26,3,1.19159,2.08781
2379.670669,2345.354121,1245.9,1,0,0,22709,26,3,1.13022,1.97361
2381.275964,2324.758747,681.4,1,0,0,25204,26,3,1.17262,2.14469
2331.999937,2362.895358,1624.6,1,0,0,35609,26,3,1.16525,2.09176
2363.220922,2364.243526,2088.2,1,0,0,29024,26,3,1.17336,1.96054
2364.243526,2373.978362,2101.1,1,0,0,23696,26,3,1.19432,1.81313
2384.808275,2386.745584,444.3,0,0,1,30799,26,3,1.15203,2.64124
2373.978362,2384.808275,2581.6,0,0,1,26190,26,3,1.18078,2.06119
2324.758747,2386.745584,514.7,1,0,0,41726,26,3,1.18264,2.34787
2405.200865,2362.895358,1653.3,0,0,1,39072,26,3,1.18724,2.22882
2371.33693,2362.030533,3175.3,1,0,0,39204,26,3,1.17232,1.76632
2405.630936,2436.782429,692.9,0,1,0,32622,26,3,1.16827,2.33335
2330.555271,2363.517172,1950.2,0,0,1,16973,26,3,1.14312,2.0553
2381.275964,2393.746127,430.9,0,0,1,31695,26,3,1.1855,2.78591
2402.475076,2428.650697,1772.8,1,0,0,37813,26,3,1.1542,1.9912
2435.651745,2400.164778,2371.2,0,1,0,37092,26,3,1.17496,2.19927
2368.143591,2371.33693,380.8,1,0,0,27703,26,3,1.18677,2.21572
2368.143591,2435.651745,728.3,1,0,0,27740,26,3,1.17718,2.09375
2437.607814,2347.421012,1556.5,0,0,1,35068,26,3,1.20274,2.3056
2341.754674,2421.419866,1787.3,1,0,0,37702,26,3,1.14121,2.02224
2360.343076,2373.978362,1556.7,0,0,1,30875,26,3,1.18251,2.25372
2381.780508,2371.33693,1146.1,1,0,0,47500,26,3,1.23847,2.06312
2330.211578,2360.343076,1041.3,0,1,0,22649,26,3,1.20385,2.30613
2345.354121,2292.950558,1866.2,0,0,1,41688,26,3,1.21233,2.23846
2352.858014,2381.275964,1001.9,0,0,1,46717,26,3,1.15738,2.56977
2422.435157,2402.475076,761.5,0,0,1,34911,26,3,1.21328,2.65066
2436.782429,2402.475076,1168.4,1,0,0,25034,26,3,1.1822,1.95331
2345.354121,2343.524375,693,0,0,1,43968,26,3,1.17643,2.3935
2435.651745,2360.343076,1112,0,0,1,25476,26,3,1.17543,2.3972
2363.220922,2422.435157,1974.3,1,0,0,47500,26,3,1.21034,1.99865
2422.435157,2304.903794,629.9,1,0,0,29260,26,3,1.13293,2.13452
2292.950558,2422.435157,1716.6,1,0,0,47500,26,3,1.19842,1.98232
2347.323839,2379.670669,301,0,0,1,8745,26,3,1.17022,2.88409
2345.354121,2405.200865,1388.6,0,1,0,31902,26,3,1.23028,2.28183
2287.469184,2495.500445,697.3,1,0,0,30240,26,3,1.17262,2.30541
2300.557875,2405.200865,1585.9,0,1,0,38676,26,3,1.15626,2.31445
2435.651745,2292.950558,1955.3,1,0,0,37657,26,3,1.18007,1.9842
2436.782429,2421.419866,1338.2,0,0,1,43581,26,3,1.20109,2.29998
2304.903794,2379.670669,1538.4,0,1,0,36163,26,3,1.19875,2.28614
2399.973752,2381.780508,257,1,0,0,19617,26,3,1.1633,2.38039
2400.164778,2381.275964,1926.7,0,1,0,38531,26,3,1.21856,2.16714
2324.758747,2379.670669,714.7,1,0,0,31514,26,3,1.16742,2.26308
2343.524375,2381.275964,863.3,1,0,0,32381,26,3,1.14424,2.11488
2428.650697,2352.858014,2323.7,0,1,0,26122,26,3,1.15492,2.06656
2352.858014,2415.371339,887.5,1,0,0,23350,26,3,1.18087,1.99128
2360.343076,2381.275964,924.8,0,0,1,28002,26,3,1.15447,2.36913
2363.517172,2379.670669,855.2,0,0,1,13937,26,3,1.19971,2.45068
2399.973752,2345.88247,557.3,1,0,0,25677,26,3,1.21134,2.1249
2341.754674,2417.105175,79.2,0,0,1,45577,26,3,1.19814,3.42575
2422.435157,2364.243526,127.7,1,0,0,41390,26,3,1.22617,2.88646
2292.950558,2287.469184,1426,1,0,0,31596,26,3,1.17702,2.01464
2415.590078,2415.371339,1660.8,0,0,1,21300,26,3,1.18838,2.26791
2341.228856,2300.557875,871,1,0,0,34155,26,3,1.17037,2.17305
2422.435157,2360.369685,477.3,1,0,0,26087,26,3,1.15039,2.25262
2327.602075,2362.895358,781,0,0,1,39709,26,3,1.16498,2.41827
2405.630936,2278.068216,1486.7,1,0,0,33447,26,3,1.1848,2.07594
2393.746127,2352.858014,845.4,1,0,0,47500,26,3,1.1406,2.1942
2422.435157,2343.524375,528.5,1,0,0,29568,26,3,1.16749,2.21243
2435.651745,2287.469184,711.6,0,1,0,25051,26,3,1.15444,2.41337
2360.369685,2341.228856,350.2,0,0,1,38995,26,3,1.17265,2.84858
2319.611823,2278.068216,2254.2,0,0,1,24003,26,3,1.14175,2.03543
2435.651745,2379.670669,1054,0,1,0,21529,26,3,1.18549,2.23691
2381.275964,2379.670669,758.6,0,0,1,36550,26,3,1.16586,2.50203
2331.999937,2373.978362,1454.5,0,0,1,29617,26,3,1.19562,2.23497
2337.423269,2399.973752,816.9,1,0,0,29797,26,3,1.20025,2.07416
2437.607814,2435.651745,1714.2,0,1,0,28037,26,3,1.19446,2.1789
2415.371339,2379.670669,1208,0,0,1,36164,26,3,1.19738,2.40801
2372.392688,2352.858014,998.4,1,0,0,32304,26,3,1.16977,2.14598
2345.88247,2386.745584,461.5,1,0,0,32836,26,3,1.19976,2.27648
2399.973752,2417.105175,789.3,0,0,1,25247,26,3,1.17439,2.37039
2362.030533,2343.524375,2707.1,1,0,0,33648,26,3,1.15295,1.9006
2405.630936,2363.220922,1949.2,0,1,0,29834,26,3,1.17219,2.1927
2368.143591,2415.371339,2868.6,1,0,0,35159,26,3,1.21527,1.93427
2352.858014,2435.651745,1429.6,0,0,1,42399,26,3,1.18059,2.39084
2436.782429,2324.758747,911.3,0,0,1,21294,26,3,1.17563,2.3048
2364.243526,2381.275964,426.9,1,0,0,33872,26,3,1.17308,2.31351
2345.354121,2287.469184,1098.6,1,0,0,44694,26,3,1.16388,2.0405
2364.243526,2405.630936,259.1,0,1,0,32146,26,3,1.18287,2.83986
2352.858014,2422.435157,1203.9,1,0,0,23644,26,3,1.15791,1.94995
2421.419866,2379.670669,363,0,1,0,37166,26,3,1.19655,2.86447
2363.220922,2278.068216,442,1,0,0,28272,26,3,1.15489,2.28356
2422.435157,2399.973752,357.7,0,0,1,27937,26,3,1.22183,2.64787
2345.354121,2268.785714,686.6,1,0,0,19400,26,3,1.19621,2.08215
2381.275964,2381.780508,186.9,1,0,0,47500,26,3,,2.61778
2347.421012,2495.500445,482.2,1,0,0,38921,26,3,1.14117,2.30393
2417.105175,2360.343076,1848.9,1,0,0,42991,26,3,1.17574,2.00078
2352.858014,2337.423269,1259.8,0,1,0,14496,26,3,1.14686,2.19324
2343.524375,2415.371339,2544.5,1,0,0,34816,27,3,1.20789,1.93116
2319.611823,2345.354121,456.9,1,0,0,38529,27,3,1.17157,2.1326
2399.973752,2435.651745,566.7,0,1,0,34317,27,3,1.24179,2.51572
2386.745584,2436.782429,659.4,0,0,1,25784,27,3,1.18765,2.31323
2347.421012,2362.895358,686.9,0,1,0,24815,27,3,1.18674,2.29207
2324.519959,2364.243526,342.7,0,1,0,29277,27,3,1.21623,2.75438
2376.175448,2399.973752,1070,1,0,0,39921,27,3,1.24712,2.10395
2400.164778,2415.371339,88.7,0,1,0,42245,27,3,1.22057,3.32436
2287.469184,2300.557875,1092.6,0,1,0,35400,27,3,1.23037,2.45507
2398.948371,2435.24564,520,1,0,0,35177,27,3,1.25506,2.34438
2386.745584,2324.758747,520.4,0,0,1,39991,27,3,1.22205,2.64386
2363.220922,2371.441718,1992.9,1,0,0,26561,27,3,1.20631,1.89031
2371.33693,2363.220922,2986.3,1,0,0,36302,27,3,1.21365,1.81441
2399.973752,2347.421012,299.4,1,0,0,24320,27,3,1.25666,2.23507
2363.220922,2399.973752,2099.6,1,0,0,33350,27,3,1.21863,1.89035
2337.423269,2371.33693,1401.9,1,0,0,47500,27,3,1.20633,2.008
2428.650697,2341.754674,169.4,1,0,0,32292,27,3,1.18968,2.62012
2399.973752,2285.719116,128.4,1,0,0,35814,27,3,1.18308,2.74477
